range_tf,sig_tf,lookback,session,model,exit_type,reclaim_bars,fb_bars,sos_variant,vol_filter,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
1h,5m,40,asia,W4,fixed2r,1.0,,mid,,1,0.0015,0.0,0.0,-1.061,-1.1,0.0,19.63
1h,5m,40,asia,W4,exit3,1.0,,mid,,1,0.0015,0.0,0.0,-0.061,-0.1,0.0,19.63
1h,5m,40,asia,W4,fixed2r,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W4,exit3,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W4,fixed2r,3.0,,mid,,1,0.0015,0.0,0.0,-1.061,-1.1,0.0,19.63
1h,5m,40,asia,W4,exit3,3.0,,mid,,1,0.0015,0.0,0.0,-0.061,-0.1,0.0,19.63
1h,5m,40,asia,W4,fixed2r,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W4,exit3,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W5,target_or_2r,,2.0,,,1027,1.5877,34.3,0.74,-0.21,-215.5,-217.1,7.7
1h,5m,40,asia,W5,exit3,,2.0,,,1027,1.5877,34.0,0.66,-0.226,-231.8,-230.9,7.7
1h,5m,40,asia,W5,target_or_2r,,4.0,,,1028,1.5892,34.5,0.77,-0.181,-186.0,-185.9,8.91
1h,5m,40,asia,W5,exit3,,4.0,,,1028,1.5892,34.3,0.69,-0.201,-206.9,-205.4,8.91
1h,5m,40,asia,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,asia,W7,fixed2r,,,mid,,155,0.2396,19.4,0.18,-1.105,-171.2,-169.2,2.56
1h,5m,40,asia,W7,exit3,,,mid,,155,0.2396,18.1,0.12,-1.111,-172.2,-170.2,2.56
1h,5m,40,asia,W7,fixed2r,,,high,,119,0.184,27.7,0.26,-0.969,-115.3,-118.1,2.09
1h,5m,40,asia,W7,exit3,,,high,,119,0.184,24.4,0.17,-1.041,-123.8,-125.6,2.09
1h,5m,40,asia,W8,fixed2r,,,mid,,102,0.1577,22.5,0.27,-0.954,-97.3,-94.8,3.15
1h,5m,40,asia,W8,exit3,,,mid,,102,0.1577,20.6,0.19,-1.023,-104.3,-101.8,3.15
1h,5m,40,asia,W8,fixed2r,,,high,,48,0.0742,12.5,0.16,-1.097,-52.6,-49.4,5.02
1h,5m,40,asia,W8,exit3,,,high,,48,0.0742,12.5,0.11,-1.159,-55.6,-52.4,5.02
1h,5m,40,london,W1,fixed2r,1.0,,,False,370,0.572,31.6,0.63,-0.324,-120.1,-139.7,5.99
1h,5m,40,london,W1,exit3,1.0,,,False,370,0.572,31.6,0.55,-0.318,-117.6,-131.7,5.99
1h,5m,40,london,W1+W11,fixed2r,1.0,,,True,105,0.1623,35.2,0.76,-0.195,-20.5,-22.4,7.1
1h,5m,40,london,W1+W11,exit3,1.0,,,True,105,0.1623,35.2,0.64,-0.247,-26.0,-26.4,7.1
1h,5m,40,london,W1,fixed2r,3.0,,,False,397,0.6137,33.0,0.7,-0.253,-100.6,-120.5,7.1
1h,5m,40,london,W1,exit3,3.0,,,False,397,0.6137,33.0,0.62,-0.257,-102.1,-115.5,7.1
1h,5m,40,london,W1+W11,fixed2r,3.0,,,True,135,0.2087,35.6,0.8,-0.156,-21.1,-29.0,8.01
1h,5m,40,london,W1+W11,exit3,3.0,,,True,135,0.2087,35.6,0.68,-0.216,-29.1,-31.5,8.01
1h,5m,40,london,W2,fixed2r,1.0,,,,322,0.4978,31.4,0.53,-0.449,-144.6,-146.7,3.51
1h,5m,40,london,W2,exit3,1.0,,,,322,0.4978,31.4,0.44,-0.451,-145.1,-146.2,3.51
1h,5m,40,london,W2,fixed2r,3.0,,,,361,0.5581,32.7,0.61,-0.362,-130.7,-135.7,4.21
1h,5m,40,london,W2,exit3,3.0,,,,361,0.5581,32.7,0.52,-0.358,-129.2,-132.2,4.21
1h,5m,40,london,W3,fixed2r,1.0,,mid,False,2,0.0031,50.0,0.04,-0.785,-1.6,0.0,1.26
1h,5m,40,london,W3,exit3,1.0,,mid,False,2,0.0031,0.0,0.0,-1.035,-2.1,-0.4,1.26
1h,5m,40,london,W3+W11,fixed2r,1.0,,mid,True,1,0.0015,0.0,0.0,-1.63,-1.6,0.0,1.9
1h,5m,40,london,W3+W11,exit3,1.0,,mid,True,1,0.0015,0.0,0.0,-1.63,-1.6,0.0,1.9
1h,5m,40,london,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3,fixed2r,3.0,,mid,False,2,0.0031,50.0,0.04,-0.785,-1.6,0.0,1.26
1h,5m,40,london,W3,exit3,3.0,,mid,False,2,0.0031,0.0,0.0,-1.035,-2.1,-0.4,1.26
1h,5m,40,london,W3+W11,fixed2r,3.0,,mid,True,1,0.0015,0.0,0.0,-1.63,-1.6,0.0,1.9
1h,5m,40,london,W3+W11,exit3,3.0,,mid,True,1,0.0015,0.0,0.0,-1.63,-1.6,0.0,1.9
1h,5m,40,london,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W4,fixed2r,1.0,,mid,,2,0.0031,100.0,inf,1.446,2.9,0.0,3.0
1h,5m,40,london,W4,exit3,1.0,,mid,,2,0.0031,100.0,inf,0.946,1.9,0.0,3.0
1h,5m,40,london,W4,fixed2r,1.0,,high,,1,0.0015,100.0,inf,0.864,0.9,0.0,1.06
1h,5m,40,london,W4,exit3,1.0,,high,,1,0.0015,100.0,inf,0.364,0.4,0.0,1.06
1h,5m,40,london,W4,fixed2r,3.0,,mid,,2,0.0031,100.0,inf,1.446,2.9,0.0,3.0
1h,5m,40,london,W4,exit3,3.0,,mid,,2,0.0031,100.0,inf,0.946,1.9,0.0,3.0
1h,5m,40,london,W4,fixed2r,3.0,,high,,1,0.0015,100.0,inf,0.864,0.9,0.0,1.06
1h,5m,40,london,W4,exit3,3.0,,high,,1,0.0015,100.0,inf,0.364,0.4,0.0,1.06
1h,5m,40,london,W5,target_or_2r,,2.0,,,587,0.9075,34.6,0.71,-0.238,-139.9,-152.2,6.0
1h,5m,40,london,W5,exit3,,2.0,,,587,0.9075,34.6,0.61,-0.269,-157.9,-160.6,6.0
1h,5m,40,london,W5,target_or_2r,,4.0,,,589,0.9106,34.3,0.72,-0.232,-136.5,-154.5,6.55
1h,5m,40,london,W5,exit3,,4.0,,,589,0.9106,34.3,0.63,-0.248,-146.0,-152.9,6.55
1h,5m,40,london,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,london,W7,fixed2r,,,mid,,142,0.2195,18.3,0.14,-1.219,-173.0,-172.3,1.83
1h,5m,40,london,W7,exit3,,,mid,,142,0.2195,14.1,0.09,-1.219,-173.0,-171.8,1.83
1h,5m,40,london,W7,fixed2r,,,high,,60,0.0928,15.0,0.15,-1.264,-75.8,-76.2,2.29
1h,5m,40,london,W7,exit3,,,high,,60,0.0928,15.0,0.11,-1.239,-74.3,-74.2,2.29
1h,5m,40,london,W8,fixed2r,,,mid,,114,0.1762,28.1,0.37,-0.705,-80.4,-83.7,3.19
1h,5m,40,london,W8,exit3,,,mid,,114,0.1762,27.2,0.26,-0.784,-89.4,-91.2,3.19
1h,5m,40,london,W8,fixed2r,,,high,,47,0.0727,25.5,0.33,-0.838,-39.4,-37.8,2.86
1h,5m,40,london,W8,exit3,,,high,,47,0.0727,25.5,0.24,-0.86,-40.4,-38.8,2.86
1h,5m,40,pre_ny,W1,fixed2r,1.0,,,False,184,0.2845,38.0,0.91,-0.07,-13.0,-26.7,9.06
1h,5m,40,pre_ny,W1,exit3,1.0,,,False,184,0.2845,38.0,0.87,-0.076,-14.0,-21.7,9.06
1h,5m,40,pre_ny,W1+W11,fixed2r,1.0,,,True,70,0.1082,38.6,0.97,-0.019,-1.3,-10.0,11.36
1h,5m,40,pre_ny,W1+W11,exit3,1.0,,,True,70,0.1082,38.6,0.86,-0.083,-5.8,-8.0,11.36
1h,5m,40,pre_ny,W1,fixed2r,3.0,,,False,209,0.3231,36.4,0.88,-0.089,-18.6,-31.5,11.55
1h,5m,40,pre_ny,W1,exit3,3.0,,,False,209,0.3231,36.4,0.88,-0.065,-13.6,-20.0,11.55
1h,5m,40,pre_ny,W1+W11,fixed2r,3.0,,,True,86,0.133,36.0,0.89,-0.079,-6.8,-16.4,13.3
1h,5m,40,pre_ny,W1+W11,exit3,3.0,,,True,86,0.133,36.0,0.84,-0.096,-8.3,-12.6,13.3
1h,5m,40,pre_ny,W2,fixed2r,1.0,,,,165,0.2551,33.9,0.67,-0.281,-46.4,-53.9,6.1
1h,5m,40,pre_ny,W2,exit3,1.0,,,,165,0.2551,33.9,0.55,-0.333,-54.9,-57.5,6.1
1h,5m,40,pre_ny,W2,fixed2r,3.0,,,,194,0.2999,35.6,0.76,-0.193,-37.4,-42.4,7.05
1h,5m,40,pre_ny,W2,exit3,3.0,,,,194,0.2999,36.1,0.67,-0.22,-42.8,-45.2,7.05
1h,5m,40,pre_ny,W3,fixed2r,1.0,,mid,False,6,0.0093,33.3,0.57,-0.424,-2.5,-2.2,11.89
1h,5m,40,pre_ny,W3,exit3,1.0,,mid,False,6,0.0093,33.3,0.4,-0.591,-3.5,-2.4,11.89
1h,5m,40,pre_ny,W3+W11,fixed2r,1.0,,mid,True,6,0.0093,33.3,0.57,-0.424,-2.5,-2.2,11.89
1h,5m,40,pre_ny,W3+W11,exit3,1.0,,mid,True,6,0.0093,33.3,0.4,-0.591,-3.5,-2.4,11.89
1h,5m,40,pre_ny,W3,fixed2r,1.0,,high,False,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3,exit3,1.0,,high,False,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3+W11,fixed2r,1.0,,high,True,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3+W11,exit3,1.0,,high,True,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3,fixed2r,3.0,,mid,False,9,0.0139,22.2,0.28,-0.949,-8.5,-7.1,10.3
1h,5m,40,pre_ny,W3,exit3,3.0,,mid,False,9,0.0139,22.2,0.2,-1.06,-9.5,-7.6,10.3
1h,5m,40,pre_ny,W3+W11,fixed2r,3.0,,mid,True,7,0.0108,28.6,0.36,-0.846,-5.9,-4.5,10.3
1h,5m,40,pre_ny,W3+W11,exit3,3.0,,mid,True,7,0.0108,28.6,0.26,-0.989,-6.9,-5.0,10.3
1h,5m,40,pre_ny,W3,fixed2r,3.0,,high,False,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3,exit3,3.0,,high,False,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3+W11,fixed2r,3.0,,high,True,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W3+W11,exit3,3.0,,high,True,1,0.0015,0.0,0.0,-1.992,-2.0,0.0,1.21
1h,5m,40,pre_ny,W4,fixed2r,1.0,,mid,,13,0.0201,30.8,0.49,-0.55,-7.1,-9.6,3.56
1h,5m,40,pre_ny,W4,exit3,1.0,,mid,,13,0.0201,30.8,0.37,-0.627,-8.1,-9.6,3.56
1h,5m,40,pre_ny,W4,fixed2r,1.0,,high,,2,0.0031,0.0,0.0,-2.327,-4.7,-2.2,0.92
1h,5m,40,pre_ny,W4,exit3,1.0,,high,,2,0.0031,0.0,0.0,-2.327,-4.7,-2.2,0.92
1h,5m,40,pre_ny,W4,fixed2r,3.0,,mid,,13,0.0201,30.8,0.49,-0.55,-7.1,-9.6,3.56
1h,5m,40,pre_ny,W4,exit3,3.0,,mid,,13,0.0201,30.8,0.37,-0.627,-8.1,-9.6,3.56
1h,5m,40,pre_ny,W4,fixed2r,3.0,,high,,4,0.0062,0.0,0.0,-1.703,-6.8,-4.3,5.82
1h,5m,40,pre_ny,W4,exit3,3.0,,high,,4,0.0062,0.0,0.0,-1.453,-5.8,-3.3,5.82
1h,5m,40,pre_ny,W5,target_or_2r,,2.0,,,242,0.3741,33.1,0.68,-0.262,-63.4,-70.2,9.0
1h,5m,40,pre_ny,W5,exit3,,2.0,,,242,0.3741,31.8,0.64,-0.227,-55.1,-60.5,9.0
1h,5m,40,pre_ny,W5,target_or_2r,,4.0,,,253,0.3911,32.8,0.67,-0.265,-67.0,-73.9,9.61
1h,5m,40,pre_ny,W5,exit3,,4.0,,,253,0.3911,31.6,0.65,-0.219,-55.5,-61.9,9.61
1h,5m,40,pre_ny,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,pre_ny,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,pre_ny,W7,fixed2r,,,mid,,151,0.2334,17.9,0.19,-1.047,-158.1,-160.2,3.19
1h,5m,40,pre_ny,W7,exit3,,,mid,,151,0.2334,17.2,0.12,-1.074,-162.1,-163.2,3.19
1h,5m,40,pre_ny,W7,fixed2r,,,high,,40,0.0618,20.0,0.19,-1.151,-46.0,-47.7,2.71
1h,5m,40,pre_ny,W7,exit3,,,high,,40,0.0618,17.5,0.13,-1.201,-48.0,-49.2,2.71
1h,5m,40,pre_ny,W8,fixed2r,,,mid,,70,0.1082,14.3,0.18,-1.068,-74.8,-73.9,4.59
1h,5m,40,pre_ny,W8,exit3,,,mid,,70,0.1082,14.3,0.13,-1.097,-76.8,-74.9,4.59
1h,5m,40,pre_ny,W8,fixed2r,,,high,,25,0.0386,12.0,0.13,-1.222,-30.5,-28.9,2.8
1h,5m,40,pre_ny,W8,exit3,,,high,,25,0.0386,12.0,0.09,-1.162,-29.0,-27.4,2.8
1h,5m,40,ny_am,W1,fixed2r,1.0,,,False,829,1.2816,36.9,0.95,-0.034,-28.2,-63.9,13.08
1h,5m,40,ny_am,W1,exit3,1.0,,,False,829,1.2816,36.9,0.85,-0.089,-73.8,-75.4,13.08
1h,5m,40,ny_am,W1+W11,fixed2r,1.0,,,True,289,0.4468,36.0,0.92,-0.06,-17.2,-54.4,12.01
1h,5m,40,ny_am,W1+W11,exit3,1.0,,,True,289,0.4468,36.0,0.81,-0.118,-34.2,-52.9,12.01
1h,5m,40,ny_am,W1,fixed2r,3.0,,,False,882,1.3635,35.3,0.9,-0.073,-64.3,-66.4,14.59
1h,5m,40,ny_am,W1,exit3,3.0,,,False,882,1.3635,35.3,0.82,-0.109,-95.7,-96.1,14.59
1h,5m,40,ny_am,W1+W11,fixed2r,3.0,,,True,338,0.5225,36.1,0.92,-0.055,-18.5,-49.6,13.65
1h,5m,40,ny_am,W1+W11,exit3,3.0,,,True,338,0.5225,36.1,0.84,-0.097,-32.8,-50.2,13.65
1h,5m,40,ny_am,W2,fixed2r,1.0,,,,833,1.2878,36.4,0.84,-0.128,-106.6,-152.6,7.59
1h,5m,40,ny_am,W2,exit3,1.0,,,,833,1.2878,36.5,0.76,-0.149,-124.4,-161.6,7.59
1h,5m,40,ny_am,W2,fixed2r,3.0,,,,889,1.3743,37.2,0.89,-0.085,-75.2,-126.5,8.3
1h,5m,40,ny_am,W2,exit3,3.0,,,,889,1.3743,37.3,0.81,-0.115,-102.1,-144.3,8.3
1h,5m,40,ny_am,W3,fixed2r,1.0,,mid,False,20,0.0309,25.0,0.35,-0.797,-15.9,-21.1,3.09
1h,5m,40,ny_am,W3,exit3,1.0,,mid,False,20,0.0309,25.0,0.26,-0.872,-17.4,-21.1,3.09
1h,5m,40,ny_am,W3+W11,fixed2r,1.0,,mid,True,14,0.0216,28.6,0.38,-0.763,-10.7,-15.9,3.09
1h,5m,40,ny_am,W3+W11,exit3,1.0,,mid,True,14,0.0216,28.6,0.29,-0.835,-11.7,-15.4,3.09
1h,5m,40,ny_am,W3,fixed2r,1.0,,high,False,1,0.0015,0.0,0.0,-1.277,-1.3,0.0,4.34
1h,5m,40,ny_am,W3,exit3,1.0,,high,False,1,0.0015,0.0,0.0,-0.277,-0.3,0.0,4.34
1h,5m,40,ny_am,W3+W11,fixed2r,1.0,,high,True,1,0.0015,0.0,0.0,-1.277,-1.3,0.0,4.34
1h,5m,40,ny_am,W3+W11,exit3,1.0,,high,True,1,0.0015,0.0,0.0,-0.277,-0.3,0.0,4.34
1h,5m,40,ny_am,W3,fixed2r,3.0,,mid,False,23,0.0356,21.7,0.29,-0.926,-21.3,-26.5,2.84
1h,5m,40,ny_am,W3,exit3,3.0,,mid,False,23,0.0356,21.7,0.22,-0.947,-21.8,-25.5,2.84
1h,5m,40,ny_am,W3+W11,fixed2r,3.0,,mid,True,16,0.0247,31.2,0.45,-0.648,-10.4,-15.6,3.09
1h,5m,40,ny_am,W3+W11,exit3,3.0,,mid,True,16,0.0247,31.2,0.36,-0.679,-10.9,-14.6,3.09
1h,5m,40,ny_am,W3,fixed2r,3.0,,high,False,1,0.0015,0.0,0.0,-1.277,-1.3,0.0,4.34
1h,5m,40,ny_am,W3,exit3,3.0,,high,False,1,0.0015,0.0,0.0,-0.277,-0.3,0.0,4.34
1h,5m,40,ny_am,W3+W11,fixed2r,3.0,,high,True,1,0.0015,0.0,0.0,-1.277,-1.3,0.0,4.34
1h,5m,40,ny_am,W3+W11,exit3,3.0,,high,True,1,0.0015,0.0,0.0,-0.277,-0.3,0.0,4.34
1h,5m,40,ny_am,W4,fixed2r,1.0,,mid,,24,0.0371,29.2,0.37,-0.669,-16.1,-19.2,3.59
1h,5m,40,ny_am,W4,exit3,1.0,,mid,,24,0.0371,25.0,0.26,-0.731,-17.6,-19.7,3.59
1h,5m,40,ny_am,W4,fixed2r,1.0,,high,,6,0.0093,0.0,0.0,-1.436,-8.6,-7.3,16.67
1h,5m,40,ny_am,W4,exit3,1.0,,high,,6,0.0093,0.0,0.0,-1.27,-7.6,-6.3,16.67
1h,5m,40,ny_am,W4,fixed2r,3.0,,mid,,25,0.0386,28.0,0.35,-0.694,-17.4,-20.5,3.64
1h,5m,40,ny_am,W4,exit3,3.0,,mid,,25,0.0386,24.0,0.25,-0.754,-18.9,-21.0,3.64
1h,5m,40,ny_am,W4,fixed2r,3.0,,high,,7,0.0108,14.3,0.22,-0.963,-6.7,-5.4,10.61
1h,5m,40,ny_am,W4,exit3,3.0,,high,,7,0.0108,14.3,0.18,-0.892,-6.2,-4.9,10.61
1h,5m,40,ny_am,W5,target_or_2r,,2.0,,,1016,1.5707,36.2,0.85,-0.111,-112.6,-130.1,14.11
1h,5m,40,ny_am,W5,exit3,,2.0,,,1016,1.5707,34.1,0.76,-0.148,-150.8,-162.8,14.11
1h,5m,40,ny_am,W5,target_or_2r,,4.0,,,1038,1.6047,36.3,0.86,-0.101,-104.4,-118.6,14.99
1h,5m,40,ny_am,W5,exit3,,4.0,,,1038,1.6047,34.2,0.78,-0.135,-139.6,-149.3,14.99
1h,5m,40,ny_am,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,ny_am,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1h,5m,40,ny_am,W7,fixed2r,,,mid,,308,0.4761,25.6,0.38,-0.662,-204.0,-208.4,4.59
1h,5m,40,ny_am,W7,exit3,,,mid,,308,0.4761,24.7,0.28,-0.726,-223.5,-224.1,4.59
1h,5m,40,ny_am,W7,fixed2r,,,high,,128,0.1979,23.4,0.29,-0.823,-105.3,-102.9,2.88
1h,5m,40,ny_am,W7,exit3,,,high,,128,0.1979,21.9,0.2,-0.87,-111.3,-108.9,2.88
1h,5m,40,ny_am,W8,fixed2r,,,mid,,189,0.2922,20.1,0.29,-0.797,-150.7,-149.1,5.4
1h,5m,40,ny_am,W8,exit3,,,mid,,189,0.2922,20.1,0.21,-0.84,-158.7,-157.1,5.4
1h,5m,40,ny_am,W8,fixed2r,,,high,,106,0.1639,25.5,0.44,-0.556,-59.0,-62.5,7.19
1h,5m,40,ny_am,W8,exit3,,,high,,106,0.1639,25.5,0.33,-0.618,-65.5,-66.5,7.19
1h,5m,40,24h-control,W1,fixed2r,1.0,,,False,3815,5.8977,35.2,0.84,-0.123,-469.0,-486.2,10.68
1h,5m,40,24h-control,W1,exit3,1.0,,,False,3815,5.8977,35.2,0.75,-0.152,-579.6,-580.1,10.68
1h,5m,40,24h-control,W1+W11,fixed2r,1.0,,,True,677,1.0466,36.9,0.91,-0.069,-46.9,-108.9,10.0
1h,5m,40,24h-control,W1+W11,exit3,1.0,,,True,677,1.0466,36.9,0.8,-0.124,-84.0,-104.2,10.0
1h,5m,40,24h-control,W1,fixed2r,3.0,,,False,4079,6.3059,35.1,0.86,-0.108,-441.3,-443.9,12.14
1h,5m,40,24h-control,W1,exit3,3.0,,,False,4079,6.3059,35.1,0.78,-0.134,-544.8,-546.4,12.14
1h,5m,40,24h-control,W1+W11,fixed2r,3.0,,,True,801,1.2383,37.2,0.93,-0.05,-40.0,-102.1,11.6
1h,5m,40,24h-control,W1+W11,exit3,3.0,,,True,801,1.2383,37.2,0.83,-0.101,-80.9,-101.8,11.6
1h,5m,40,24h-control,W2,fixed2r,1.0,,,,4039,6.244,33.9,0.69,-0.264,-1066.8,-1109.7,5.79
1h,5m,40,24h-control,W2,exit3,1.0,,,,4039,6.244,33.8,0.61,-0.268,-1082.6,-1106.5,5.79
1h,5m,40,24h-control,W2,fixed2r,3.0,,,,4358,6.7372,34.4,0.73,-0.222,-967.1,-1014.5,6.69
1h,5m,40,24h-control,W2,exit3,3.0,,,,4358,6.7372,34.4,0.65,-0.227,-989.6,-1015.5,6.69
1h,5m,40,24h-control,W3,fixed2r,1.0,,mid,False,49,0.0758,22.4,0.28,-0.856,-41.9,-49.2,3.53
1h,5m,40,24h-control,W3,exit3,1.0,,mid,False,49,0.0758,18.4,0.2,-0.927,-45.4,-49.7,3.53
1h,5m,40,24h-control,W3+W11,fixed2r,1.0,,mid,True,24,0.0371,25.0,0.35,-0.766,-18.4,-22.8,3.51
1h,5m,40,24h-control,W3+W11,exit3,1.0,,mid,True,24,0.0371,25.0,0.26,-0.849,-20.4,-22.8,3.51
1h,5m,40,24h-control,W3,fixed2r,1.0,,high,False,3,0.0046,33.3,0.57,-0.469,-1.4,-2.0,4.34
1h,5m,40,24h-control,W3,exit3,1.0,,high,False,3,0.0046,33.3,0.6,-0.303,-0.9,-2.0,4.34
1h,5m,40,24h-control,W3+W11,fixed2r,1.0,,high,True,3,0.0046,33.3,0.57,-0.469,-1.4,-2.0,4.34
1h,5m,40,24h-control,W3+W11,exit3,1.0,,high,True,3,0.0046,33.3,0.6,-0.303,-0.9,-2.0,4.34
1h,5m,40,24h-control,W3,fixed2r,3.0,,mid,False,54,0.0835,20.4,0.25,-0.899,-48.6,-55.8,3.92
1h,5m,40,24h-control,W3,exit3,3.0,,mid,False,54,0.0835,16.7,0.18,-0.927,-50.1,-54.3,3.92
1h,5m,40,24h-control,W3+W11,fixed2r,3.0,,mid,True,27,0.0417,29.6,0.46,-0.6,-16.2,-23.1,3.53
1h,5m,40,24h-control,W3+W11,exit3,3.0,,mid,True,27,0.0417,29.6,0.35,-0.674,-18.2,-22.1,3.53
1h,5m,40,24h-control,W3,fixed2r,3.0,,high,False,3,0.0046,33.3,0.57,-0.469,-1.4,-2.0,4.34
1h,5m,40,24h-control,W3,exit3,3.0,,high,False,3,0.0046,33.3,0.6,-0.303,-0.9,-2.0,4.34
1h,5m,40,24h-control,W3+W11,fixed2r,3.0,,high,True,3,0.0046,33.3,0.57,-0.469,-1.4,-2.0,4.34
1h,5m,40,24h-control,W3+W11,exit3,3.0,,high,True,3,0.0046,33.3,0.6,-0.303,-0.9,-2.0,4.34
1h,5m,40,24h-control,W4,fixed2r,1.0,,mid,,54,0.0835,31.5,0.45,-0.561,-30.3,-33.6,3.44
1h,5m,40,24h-control,W4,exit3,1.0,,mid,,54,0.0835,29.6,0.32,-0.654,-35.3,-37.1,3.44
1h,5m,40,24h-control,W4,fixed2r,1.0,,high,,13,0.0201,15.4,0.16,-1.119,-14.5,-12.6,10.61
1h,5m,40,24h-control,W4,exit3,1.0,,high,,13,0.0201,15.4,0.11,-1.119,-14.5,-12.6,10.61
1h,5m,40,24h-control,W4,fixed2r,3.0,,mid,,58,0.0897,31.0,0.44,-0.571,-33.1,-36.4,3.44
1h,5m,40,24h-control,W4,exit3,3.0,,mid,,58,0.0897,29.3,0.32,-0.649,-37.6,-39.4,3.44
1h,5m,40,24h-control,W4,fixed2r,3.0,,high,,14,0.0216,21.4,0.27,-0.905,-12.7,-10.7,10.03
1h,5m,40,24h-control,W4,exit3,3.0,,high,,14,0.0216,21.4,0.19,-0.941,-13.2,-11.2,10.03
1h,5m,40,24h-control,W5,target_or_2r,,2.0,,,5747,8.8845,34.9,0.77,-0.177,-1014.5,-1028.1,10.01
1h,5m,40,24h-control,W5,exit3,,2.0,,,5747,8.8845,34.1,0.69,-0.196,-1128.4,-1138.3,10.01
1h,5m,40,24h-control,W5,target_or_2r,,4.0,,,5758,8.9015,35.1,0.79,-0.161,-925.5,-936.7,10.88
1h,5m,40,24h-control,W5,exit3,,4.0,,,5758,8.9015,34.3,0.71,-0.181,-1043.1,-1051.6,10.88
1h,5m,40,24h-control,W6,fixed2r,,,,,5,0.0077,80.0,52.37,1.526,7.6,-0.1,21.54
1h,5m,40,24h-control,W6,exit3,,,,,5,0.0077,80.0,38.9,1.126,5.6,-0.1,21.54
1h,5m,40,24h-control,W7,fixed2r,,,mid,,1302,2.0128,20.6,0.23,-0.958,-1247.7,-1245.7,3.17
1h,5m,40,24h-control,W7,exit3,,,mid,,1302,2.0128,19.0,0.16,-0.982,-1278.2,-1276.2,3.17
1h,5m,40,24h-control,W7,fixed2r,,,high,,605,0.9353,21.8,0.23,-0.974,-589.3,-587.6,2.57
1h,5m,40,24h-control,W7,exit3,,,high,,605,0.9353,19.8,0.16,-1.006,-608.8,-606.6,2.57
1h,5m,40,24h-control,W8,fixed2r,,,mid,,891,1.3774,21.0,0.27,-0.853,-759.6,-760.4,4.17
1h,5m,40,24h-control,W8,exit3,,,mid,,891,1.3774,20.1,0.2,-0.896,-798.6,-798.9,4.17
1h,5m,40,24h-control,W8,fixed2r,,,high,,419,0.6477,20.5,0.29,-0.813,-340.7,-341.0,4.86
1h,5m,40,24h-control,W8,exit3,,,high,,419,0.6477,20.0,0.21,-0.842,-352.7,-352.5,4.86
1h,15m,20,asia,W1,fixed2r,1.0,,,False,503,0.7776,35.0,0.89,-0.083,-41.6,-66.7,12.89
1h,15m,20,asia,W1,exit3,1.0,,,False,503,0.7776,35.2,0.84,-0.09,-45.1,-58.7,12.89
